
19,715;304,500
19,859;304,500
19,907;304,500
19,955;304,500
20,003;304,500
20,147;304,500
20,195;304,500
20,242;304,500
20,317;304,500
20,428;304,500
20,475;304,500
20,551;304,500
20,598;304,940
21,235;304,940
21,283;304,940
21,330;304,940
21,500;304,940
21,547;304,940
21,595;304,940
21,669;304,940
21,785;304,940
21,832;304,940
21,907;304,940
21,955;304,940
22,002;304,940
22,146;304,940
22,193;304,940
22,241;304,940
22,288;304,940
22,425;304,940
22,472;304,940
22,519;304,940
22,594;305,590
23,211;305,590
23,286;305,590
23,428;305,590
23,503;305,590
23,552;305,590
23,599;305,590
23,744;305,590
23,792;305,590
23,839;305,590
23,886;305,590
23,962;305,590
24,079;305,590
24,127;305,590
24,202;305,590
24,249;305,590
24,360;305,590
24,436;305,590
24,483;305,590
24,531;304,660
25,176;304,660
25,224;304,660
25,320;304,660
25,443;304,660
25,490;304,660
25,566;304,660
25,613;304,660
25,731;304,660
25,807;304,660
25,854;304,660
25,902;304,660
26,046;304,660
26,093;304,660
26,142;304,660
26,189;304,660
26,327;304,660
26,375;304,660
26,450;304,660
26,498;304,770
27,142;304,770
27,189;304,770
27,237;304,770
27,408;304,770
27,455;304,770
27,503;304,770
27,550;304,770
27,696;304,770
27,743;304,770
27,818;304,770
27,865;304,770
27,912;304,770
28,056;304,770
28,103;304,770
28,150;304,770
28,198;304,770
28,337;304,770
28,384;304,770
28,432;304,770
28,507;304,530
29,117;304,530
29,194;304,530
29,337;304,530
29,412;304,530
29,459;304,530
29,507;304,530
29,651;304,530
29,698;304,530
29,746;304,530
29,793;304,530
29,870;304,530
29,987;304,530
30,035;304,530
30,110;304,530
30,158;304,530
30,269;304,530
30,344;304,530
30,392;304,530
30,439;304,710
31,085;304,710
31,133;304,710
31,229;304,710
31,352;304,710
0,022;305,050
0,637;304,970
2,754;305,060
4,694;305,080
6,643;304,990
8,592;304,900
10,583;304,930
12,526;304,930
13,970;306,150
15,898;305,410
17,876;305,610
19,831;305,820
21,785;305,130
23,751;305,230
25,703;305,080
27,651;304,970
29,633;304,880
31,554;304,720
33,528;304,660
35,448;304,760
0,020;304,580
0,122;304,480
1,515;304,490
3,585;304,590
5,643;304,830
7,694;304,820
9,731;304,900
11,797;304,750
13,825;304,460
15,884;304,580
17,908;304,460
19,953;304,330
22,008;304,410
24,060;304,370
26,105;304,580
28,126;304,630
30,192;304,790
32,238;304,800
34,277;304,740
36,333;304,820
0,019;306,540
0,122;306,570
1,549;306,540
3,603;306,640
5,662;306,690
7,706;306,700
9,759;306,750
11,803;306,580
13,850;306,690
15,891;306,760
17,931;306,780
19,976;306,710
22,026;306,810
24,047;306,750
26,115;306,840
28,152;306,860
30,200;306,940
32,250;307,040
34,300;307,010
36,316;307,120
